errorrate,iterations,density,l,c,m,gamma,erasures,maxiterations,tests,efficiency,fsum,fcorrupt,pcons,pdes,degree,activities,alphabetsize,winners,poolsize,efficacy,refficacy,retrievedproportion,eta,aeta
.030000000000000027,1.782,.1557892390659877,256,8,10000,1,4,4,1000,.2818096031213518,sum_of_sum!,erase_clusters!,.02,0,0,1,256,0,1,.2733553150277112,.5467106300554224,9700,.2733553150277112,.3383091517857143
.471,3.37,.4583029065813337,256,8,10000,1,4,4,1000,.5867392137544982,sum_of_sum!,erase_clusters!,.02,0,0,2,32640,0,1,.3103850440761296,.6207700881522592,5290,.3103850440761296,.3458083220606487
.06299999999999994,2.061,.16289629255022323,256,8,10000,1,4,4,1000,.2818096031213518,sum_of_sum!,erase_clusters!,.03,0,0,1,256,0,1,.26405559812470664,.5281111962494133,9370,.26405559812470664,.32679966517857145
.6679999999999999,3.665,.4595775604248047,256,8,10000,1,4,4,1000,.5867392137544982,sum_of_sum!,erase_clusters!,.03,0,0,2,32640,0,1,.19479741896649344,.3895948379329869,3320.000000000001,.19479741896649344,.21702904144449034
.134,2.325,.17035865783691406,256,8,10000,1,4,4,1000,.2818096031213518,sum_of_sum!,erase_clusters!,.04,0,0,1,256,0,1,.24404711630309064,.4880942326061813,8660,.24404711630309064,.30203683035714285
.833,3.836,.46020398821149555,256,8,10000,1,4,4,1000,.5867392137544982,sum_of_sum!,erase_clusters!,.04,0,0,2,32640,0,1,.09798544869700122,.19597089739400245,1670.0000000000005,.09798544869700122,.1091682226543069
.23399999999999999,2.653,.17734009878976004,256,8,10000,1,4,4,1000,.2818096031213518,sum_of_sum!,erase_clusters!,.05,0,0,1,256,0,1,.21586615599095546,.4317323119819109,7660,.21586615599095546,.26715959821428575
.919,3.934,.46130398341587614,256,8,10000,1,4,4,1000,.5867392137544982,sum_of_sum!,erase_clusters!,.05,0,0,2,32640,0,1,.04752587631411433,.09505175262822867,809.9999999999997,.04752587631411433,.05294985649699911
.5780000000000001,1,.1674379621233259,256,8,12000,1,4,1,1000,.33645141523928024,sum_of_sum!,erase_clusters!,0,0,0,1,256,0,1,.14198249723097622,.28396499446195245,5063.999999999999,.14198249723097622,.17661830357142855
.997,1,.5192446027483258,256,8,12000,1,4,1,1000,.7023669479990559,sum_of_sum!,erase_clusters!,0,0,0,2,32640,0,1,.0021071008439971692,.0042142016879943385,36.00000000000003,.0021071008439971692,.0023533269554221864
.737,1,.17397689819335938,256,8,12000,1,4,1,1000,.33645141523928024,sum_of_sum!,erase_clusters!,.01,0,0,1,256,0,1,.0884867222079307,.1769734444158614,3156,.0884867222079307,.11007254464285714
.999,1,.5189097268240792,256,8,12000,1,4,1,1000,.7023669479990559,sum_of_sum!,erase_clusters!,.01,0,0,2,32640,0,1,.0007023669479990565,.001404733895998113,12.00000000000001,.0007023669479990565,.0007844423184740621
.8069999999999999,1,.18058150155203684,256,8,12000,1,4,1,1000,.33645141523928024,sum_of_sum!,erase_clusters!,.02,0,0,1,256,0,1,.0649351231411811,.1298702462823622,2316.000000000001,.0649351231411811,.08077566964285716
.999,1,.5186219896589007,256,8,12000,1,4,1,1000,.7023669479990559,sum_of_sum!,erase_clusters!,.02,0,0,2,32640,0,1,.0007023669479990565,.001404733895998113,12.00000000000001,.0007023669479990565,.0007844423184740621
.86,1,.18710953848702566,256,8,12000,1,4,1,1000,.33645141523928024,sum_of_sum!,erase_clusters!,.03,0,0,1,256,0,1,.04710319813349924,.09420639626699848,1680.0000000000002,.04710319813349924,.05859375
1,1,.5183723994663784,256,8,12000,1,4,1,1000,.7023669479990559,sum_of_sum!,erase_clusters!,.03,0,0,2,32640,0,1,0,0,0,0,0
.907,1,.19387599400111608,256,8,12000,1,4,1,1000,.33645141523928024,sum_of_sum!,erase_clusters!,.04,0,0,1,256,0,1,.031289981617253056,.06257996323450611,1115.9999999999995,.031289981617253056,.03892299107142856
1,1,.5181448800223214,256,8,12000,1,4,1,1000,.7023669479990559,sum_of_sum!,erase_clusters!,.04,0,0,2,32640,0,1,0,0,0,0,0
.95,1,.20026370457240514,256,8,12000,1,4,1,1000,.33645141523928024,sum_of_sum!,erase_clusters!,.05,0,0,1,256,0,1,.01682257076196403,.03364514152392806,600.0000000000006,.01682257076196403,.020926339285714305
1,1,.5173931121826172,256,8,12000,1,4,1,1000,.7023669479990559,sum_of_sum!,erase_clusters!,.05,0,0,2,32640,0,1,0,0,0,0,0
.0010000000000000009,1.585,.16728973388671875,256,8,12000,1,4,4,1000,.33645141523928024,sum_of_sum!,erase_clusters!,0,0,0,1,256,0,1,.33611496382404094,.6722299276480819,11988,.33611496382404094,.4181082589285714
.31299999999999994,3.281,.5192467825753349,256,8,12000,1,4,4,1000,.7023669479990559,sum_of_sum!,erase_clusters!,0,0,0,2,32640,0,1,.4825260932753514,.9650521865507028,8244,.4825260932753514,.5389118727916803
.025000000000000022,1.85,.17404065813337052,256,8,12000,1,4,4,1000,.33645141523928024,sum_of_sum!,erase_clusters!,.01,0,0,1,256,0,1,.3280401298582982,.6560802597165964,11700,.3280401298582982,.40806361607142855
.6839999999999999,3.684,.5191674913678851,256,8,12000,1,4,4,1000,.7023669479990559,sum_of_sum!,erase_clusters!,.01,0,0,2,32640,0,1,.2219479555677017,.4438959111354034,3792.000000000001,.2219479555677017,.24788377263780345
.06799999999999995,2.129,.18073245457240514,256,8,12000,1,4,4,1000,.33645141523928024,sum_of_sum!,erase_clusters!,.02,0,0,1,256,0,1,.3135727190030092,.6271454380060184,11184,.3135727190030092,.3900669642857143
.877,3.917,.5183696746826172,256,8,12000,1,4,4,1000,.7023669479990559,sum_of_sum!,erase_clusters!,.02,0,0,2,32640,0,1,.08639113460388387,.17278226920776774,1476,.08639113460388387,.09648640517230955
.14700000000000002,2.414,.1872168949672154,256,8,12000,1,4,4,1000,.33645141523928024,sum_of_sum!,erase_clusters!,.03,0,0,1,256,0,1,.28699305719910606,.5739861143982121,10236,.28699305719910606,.3570033482142857
.957,3.966,.5177803039550781,256,8,12000,1,4,4,1000,.7023669479990559,sum_of_sum!,erase_clusters!,.03,0,0,2,32640,0,1,.03020177876395943,.06040355752791886,516.0000000000005,.03020177876395943,.03373101969438467
.251,2.742,.19369615827287948,256,8,12000,1,4,4,1000,.33645141523928024,sum_of_sum!,erase_clusters!,.04,0,0,1,256,0,1,.2520021100142209,.5040042200284418,8988,.2520021100142209,.3134765625
.983,3.993,.5178914751325335,256,8,12000,1,4,4,1000,.7023669479990559,sum_of_sum!,erase_clusters!,.04,0,0,2,32640,0,1,.011940238115983961,.023880476231967922,204.00000000000017,.011940238115983961,.013335519414059057
.362,3.015,.200488771711077,256,8,12000,1,4,4,1000,.33645141523928024,sum_of_sum!,erase_clusters!,.05,0,0,1,256,0,1,.2146560029226608,.4293120058453216,7656,.2146560029226608,.2670200892857143
.997,3.998,.517298834664481,256,8,12000,1,4,4,1000,.7023669479990559,sum_of_sum!,erase_clusters!,.05,0,0,2,32640,0,1,.0021071008439971692,.0042142016879943385,36.00000000000003,.0021071008439971692,.0023533269554221864
.753,1,.19236155918666295,256,8,14000,1,4,1,1000,.3908299315893578,sum_of_sum!,erase_clusters!,0,0,0,1,256,0,1,.09653499310257138,.19306998620514276,3458,.09653499310257138,.12060546875
1,1,.5744759695870536,256,8,14000,1,4,1,1000,.8177313864757628,sum_of_sum!,erase_clusters!,0,0,0,2,32640,0,1,0,0,0,0,0
.85,1,.1985171181815011,256,8,14000,1,4,1,1000,.3908299315893578,sum_of_sum!,erase_clusters!,.01,0,0,1,256,0,1,.05862448973840368,.11724897947680736,2100.0000000000005,.05862448973840368,.07324218750000001
1,1,.5727528163364956,256,8,14000,1,4,1,1000,.8177313864757628,sum_of_sum!,erase_clusters!,.01,0,0,2,32640,0,1,0,0,0,0,0
.894,1,.2045410701206752,256,8,14000,1,4,1,1000,.3908299315893578,sum_of_sum!,erase_clusters!,.02,0,0,1,256,0,1,.041427972748471924,.08285594549694385,1483.9999999999998,.041427972748471924,.05175781249999999
1,1,.5717653547014508,256,8,14000,1,4,1,1000,.8177313864757628,sum_of_sum!,erase_clusters!,.02,0,0,2,32640,0,1,0,0,0,0,0
.947,1,.2106947217668806,256,8,14000,1,4,1,1000,.3908299315893578,sum_of_sum!,erase_clusters!,.03,0,0,1,256,0,1,.020713986374235983,.041427972748471965,742.0000000000007,.020713986374235983,.025878906250000024
1,1,.5704983302525112,256,8,14000,1,4,1,1000,.8177313864757628,sum_of_sum!,erase_clusters!,.03,0,0,2,32640,0,1,0,0,0,0,0
.965,1,.21710641043526785,256,8,14000,1,4,1,1000,.3908299315893578,sum_of_sum!,erase_clusters!,.04,0,0,1,256,0,1,.013679047605627536,.02735809521125507,490.00000000000045,.013679047605627536,.017089843750000014
1,1,.568704332624163,256,8,14000,1,4,1,1000,.8177313864757628,sum_of_sum!,erase_clusters!,.04,0,0,2,32640,0,1,0,0,0,0,0
.978,1,.22305352347237722,256,8,14000,1,4,1,1000,.3908299315893578,sum_of_sum!,erase_clusters!,.05,0,0,1,256,0,1,.00859825849496588,.01719651698993176,308.0000000000003,.00859825849496588,.01074218750000001
1,1,.5672599247523716,256,8,14000,1,4,1,1000,.8177313864757628,sum_of_sum!,erase_clusters!,.05,0,0,2,32640,0,1,0,0,0,0,0
.014000000000000012,1.849,.1923708234514509,256,8,14000,1,4,4,1000,.3908299315893578,sum_of_sum!,erase_clusters!,0,0,0,1,256,0,1,.3853583125471068,.7707166250942136,13804,.3853583125471068,.4814453125
.902,3.961,.5745315551757812,256,8,14000,1,4,4,1000,.8177313864757628,sum_of_sum!,erase_clusters!,0,0,0,2,32640,0,1,.08013767587462474,.16027535174924948,1371.9999999999998,.08013767587462474,.08968790507886766
.04500000000000004,2.113,.1983440944126674,256,8,14000,1,4,4,1000,.3908299315893578,sum_of_sum!,erase_clusters!,.01,0,0,1,256,0,1,.37324258466783666,.7464851693356733,13370,.37324258466783666,.46630859375
.974,3.988,.5726866040910993,256,8,14000,1,4,4,1000,.8177313864757628,sum_of_sum!,erase_clusters!,.01,0,0,2,32640,0,1,.021261016048369854,.04252203209673971,364.00000000000034,.021261016048369854,.02379475032704655
.15000000000000002,2.469,.20463153294154576,256,8,14000,1,4,4,1000,.3908299315893578,sum_of_sum!,erase_clusters!,.02,0,0,1,256,0,1,.33220544185095413,.6644108837019083,11900,.33220544185095413,.4150390625
.989,3.995,.5717765263148716,256,8,14000,1,4,4,1000,.8177313864757628,sum_of_sum!,erase_clusters!,.02,0,0,2,32640,0,1,.008995045251233399,.017990090502466798,154.00000000000014,.008995045251233399,.010067009753750463
.22799999999999998,2.739,.21080916268484934,256,8,14000,1,4,4,1000,.3908299315893578,sum_of_sum!,erase_clusters!,.03,0,0,1,256,0,1,.30172070718698424,.6034414143739685,10808,.30172070718698424,.376953125
.998,3.999,.5698190416608538,256,8,14000,1,4,4,1000,.8177313864757628,sum_of_sum!,erase_clusters!,.03,0,0,2,32640,0,1,.001635462772951527,.003270925545903054,28.000000000000025,.001635462772951527,.0018303654097728116
.345,2.986,.2168205806187221,256,8,14000,1,4,4,1000,.3908299315893578,sum_of_sum!,erase_clusters!,.04,0,0,1,256,0,1,.25599360519102937,.5119872103820587,9170,.25599360519102937,.31982421875
.999,4,.5686953408377511,256,8,14000,1,4,4,1000,.8177313864757628,sum_of_sum!,erase_clusters!,.04,0,0,2,32640,0,1,.0008177313864757635,.001635462772951527,14.000000000000012,.0008177313864757635,.0009151827048864058
.473,3.329,.2229922158377511,256,8,14000,1,4,4,1000,.3908299315893578,sum_of_sum!,erase_clusters!,.05,0,0,1,256,0,1,.20596737394759157,.41193474789518314,7378,.20596737394759157,.25732421875
1,4,.5670599256243024,256,8,14000,1,4,4,1000,.8177313864757628,sum_of_sum!,erase_clusters!,.05,0,0,2,32640,0,1,0,0,0,0,0
.912,1,.21661758422851562,256,8,16000,1,4,1,1000,.44498304718312215,sum_of_sum!,erase_clusters!,0,0,0,1,256,0,1,.03915850815211473,.07831701630422946,1407.9999999999995,.03915850815211473,.04910714285714284
1,1,.6234997340611049,256,8,16000,1,4,1,1000,.9328704241961564,sum_of_sum!,erase_clusters!,0,0,0,2,32640,0,1,0,0,0,0,0
.927,1,.22233009338378906,256,8,16000,1,4,1,1000,.44498304718312215,sum_of_sum!,erase_clusters!,.01,0,0,1,256,0,1,.032483762444367896,.06496752488873579,1167.9999999999993,.032483762444367896,.040736607142857116
1,1,.6208016531808036,256,8,16000,1,4,1,1000,.9328704241961564,sum_of_sum!,erase_clusters!,.01,0,0,2,32640,0,1,0,0,0,0,0
.959,1,.2281763894217355,256,8,16000,1,4,1,1000,.44498304718312215,sum_of_sum!,erase_clusters!,.02,0,0,1,256,0,1,.018244304934508026,.03648860986901605,656.0000000000006,.018244304934508026,.022879464285714305
1,1,.6185125623430524,256,8,16000,1,4,1,1000,.9328704241961564,sum_of_sum!,erase_clusters!,.02,0,0,2,32640,0,1,0,0,0,0,0
.976,1,.23387037004743302,256,8,16000,1,4,1,1000,.44498304718312215,sum_of_sum!,erase_clusters!,.03,0,0,1,256,0,1,.010679593132394942,.021359186264789883,384.00000000000034,.010679593132394942,.013392857142857156
1,1,.6160790579659599,256,8,16000,1,4,1,1000,.9328704241961564,sum_of_sum!,erase_clusters!,.03,0,0,2,32640,0,1,0,0,0,0,0
.987,1,.23925072806222097,256,8,16000,1,4,1,1000,.44498304718312215,sum_of_sum!,erase_clusters!,.04,0,0,1,256,0,1,.005784779613380593,.011569559226761186,208.00000000000017,.005784779613380593,.007254464285714292
1,1,.6135411943708148,256,8,16000,1,4,1,1000,.9328704241961564,sum_of_sum!,erase_clusters!,.04,0,0,2,32640,0,1,0,0,0,0,0
.994,1,.24496923174176896,256,8,16000,1,4,1,1000,.44498304718312215,sum_of_sum!,erase_clusters!,.05,0,0,1,256,0,1,.0026698982830987354,.005339796566197471,96.00000000000009,.0026698982830987354,.003348214285714289
1,1,.6110856192452567,256,8,16000,1,4,1,1000,.9328704241961564,sum_of_sum!,erase_clusters!,.05,0,0,2,32640,0,1,0,0,0,0,0
.04200000000000004,2.114,.21676199776785715,256,8,16000,1,4,4,1000,.44498304718312215,sum_of_sum!,erase_clusters!,0,0,0,1,256,0,1,.426293759201431,.852587518402862,15328,.426293759201431,.5345982142857143
1,4,.6230719430106026,256,8,16000,1,4,4,1000,.9328704241961564,sum_of_sum!,erase_clusters!,0,0,0,2,32640,0,1,0,0,0,0,0
.11599999999999999,2.464,.22230093819754465,256,8,16000,1,4,4,1000,.44498304718312215,sum_of_sum!,erase_clusters!,.01,0,0,1,256,0,1,.39336501370988,.78673002741976,14144,.39336501370988,.49330357142857145
1,4,.6212081909179688,256,8,16000,1,4,4,1000,.9328704241961564,sum_of_sum!,erase_clusters!,.01,0,0,2,32640,0,1,0,0,0,0,0
.22399999999999998,2.786,.22817884172712052,256,8,16000,1,4,4,1000,.44498304718312215,sum_of_sum!,erase_clusters!,.02,0,0,1,256,0,1,.34530684461410277,.6906136892282055,12416,.34530684461410277,.4330357142857143
1,4,.6179455348423549,256,8,16000,1,4,4,1000,.9328704241961564,sum_of_sum!,erase_clusters!,.02,0,0,2,32640,0,1,0,0,0,0,0
.361,3.066,.23362159729003906,256,8,16000,1,4,4,1000,.44498304718312215,sum_of_sum!,erase_clusters!,.03,0,0,1,256,0,1,.28434416715001504,.5686883343000301,10224,.28434416715001504,.35658482142857145
1,4,.6162043980189732,256,8,16000,1,4,4,1000,.9328704241961564,sum_of_sum!,erase_clusters!,.03,0,0,2,32640,0,1,0,0,0,0,0
.542,3.372,.2392853328159877,256,8,16000,1,4,4,1000,.44498304718312215,sum_of_sum!,erase_clusters!,.04,0,0,1,256,0,1,.20380223560986993,.40760447121973986,7327.999999999999,.20380223560986993,.25558035714285715
1,4,.6135450090680804,256,8,16000,1,4,4,1000,.9328704241961564,sum_of_sum!,erase_clusters!,.04,0,0,2,32640,0,1,0,0,0,0,0
.651,3.585,.24501500810895646,256,8,16000,1,4,4,1000,.44498304718312215,sum_of_sum!,erase_clusters!,.05,0,0,1,256,0,1,.15529908346690963,.31059816693381925,5584,.15529908346690963,.19475446428571427
1,4,.6110036032540458,256,8,16000,1,4,4,1000,.9328704241961564,sum_of_sum!,erase_clusters!,.05,0,0,2,32640,0,1,0,0,0,0,0
.964,1,.23999132428850448,256,8,18000,1,4,1,1000,.4989390960966496,sum_of_sum!,erase_clusters!,0,0,0,1,256,0,1,.017961807459479402,.035923614918958804,648.0000000000006,.017961807459479402,.02260044642857145
1,1,.6665654863630023,256,8,18000,1,4,1,1000,1.047812395236313,sum_of_sum!,erase_clusters!,0,0,0,2,32640,0,1,0,0,0,0,0
.987,1,.24527522495814733,256,8,18000,1,4,1,1000,.4989390960966496,sum_of_sum!,erase_clusters!,.01,0,0,1,256,0,1,.006486208249256451,.012972416498512902,234.0000000000002,.006486208249256451,.008161272321428579
1,1,.6629227229527065,256,8,18000,1,4,1,1000,1.047812395236313,sum_of_sum!,erase_clusters!,.01,0,0,2,32640,0,1,0,0,0,0,0
.993,1,.2504899161202567,256,8,18000,1,4,1,1000,.4989390960966496,sum_of_sum!,erase_clusters!,.02,0,0,1,256,0,1,.0034925736726765504,.006985147345353101,126.00000000000011,.0034925736726765504,.004394531250000004
1,1,.6600712367466518,256,8,18000,1,4,1,1000,1.047812395236313,sum_of_sum!,erase_clusters!,.02,0,0,2,32640,0,1,0,0,0,0,0
.995,1,.2555122375488281,256,8,18000,1,4,1,1000,.4989390960966496,sum_of_sum!,erase_clusters!,.03,0,0,1,256,0,1,.0024946954804832503,.004989390960966501,90.00000000000009,.0024946954804832503,.003138950892857146
1,1,.6569118499755859,256,8,18000,1,4,1,1000,1.047812395236313,sum_of_sum!,erase_clusters!,.03,0,0,2,32640,0,1,0,0,0,0,0
.998,1,.26103455679757254,256,8,18000,1,4,1,1000,.4989390960966496,sum_of_sum!,erase_clusters!,.04,0,0,1,256,0,1,.0009978781921933001,.0019957563843866002,36.00000000000003,.0009978781921933001,.0012555803571428583
1,1,.6531396593366351,256,8,18000,1,4,1,1000,1.047812395236313,sum_of_sum!,erase_clusters!,.04,0,0,2,32640,0,1,0,0,0,0,0
.999,1,.2661538805280413,256,8,18000,1,4,1,1000,.4989390960966496,sum_of_sum!,erase_clusters!,.05,0,0,1,256,0,1,.0004989390960966501,.0009978781921933001,18.000000000000014,.0004989390960966501,.0006277901785714292
1,1,.6497170584542411,256,8,18000,1,4,1,1000,1.047812395236313,sum_of_sum!,erase_clusters!,.05,0,0,2,32640,0,1,0,0,0,0,0
.06299999999999994,2.466,.23998750959123885,256,8,18000,1,4,4,1000,.4989390960966496,sum_of_sum!,erase_clusters!,0,0,0,1,256,0,1,.4675059330425607,.9350118660851214,16866,.4675059330425607,.5882393973214286
1,4,.6669295174734933,256,8,18000,1,4,4,1000,1.047812395236313,sum_of_sum!,erase_clusters!,0,0,0,2,32640,0,1,0,0,0,0,0
.22199999999999998,2.823,.2453392573765346,256,8,18000,1,4,4,1000,.4989390960966496,sum_of_sum!,erase_clusters!,.01,0,0,1,256,0,1,.3881746167631934,.7763492335263869,14004,.3881746167631934,.48842075892857145
1,4,.6629627772739956,256,8,18000,1,4,4,1000,1.047812395236313,sum_of_sum!,erase_clusters!,.01,0,0,2,32640,0,1,0,0,0,0,0
.364,3.124,.25061007908412386,256,8,18000,1,4,4,1000,.4989390960966496,sum_of_sum!,erase_clusters!,.02,0,0,1,256,0,1,.31732526511746917,.6346505302349383,11448,.31732526511746917,.3992745535714286
1,4,.6602848597935268,256,8,18000,1,4,4,1000,1.047812395236313,sum_of_sum!,erase_clusters!,.02,0,0,2,32640,0,1,0,0,0,0,0
.531,3.403,.2555980682373047,256,8,18000,1,4,4,1000,.4989390960966496,sum_of_sum!,erase_clusters!,.03,0,0,1,256,0,1,.23400243606932866,.4680048721386573,8442,.23400243606932866,.29443359375
1,4,.6568241119384766,256,8,18000,1,4,4,1000,1.047812395236313,sum_of_sum!,erase_clusters!,.03,0,0,2,32640,0,1,0,0,0,0,0
.634,3.557,.2609062194824219,256,8,18000,1,4,4,1000,.4989390960966496,sum_of_sum!,erase_clusters!,.04,0,0,1,256,0,1,.18261170917137376,.3652234183427475,6588,.18261170917137376,.22977120535714288
1,4,.653421129499163,256,8,18000,1,4,4,1000,1.047812395236313,sum_of_sum!,erase_clusters!,.04,0,0,2,32640,0,1,0,0,0,0,0
.771,3.76,.26600347246442524,256,8,18000,1,4,4,1000,.4989390960966496,sum_of_sum!,erase_clusters!,.05,0,0,1,256,0,1,.11425705300613274,.2285141060122655,4122,.11425705300613274,.14376395089285715
1,4,.6497374943324498,256,8,18000,1,4,4,1000,1.047812395236313,sum_of_sum!,erase_clusters!,.05,0,0,2,32640,0,1,0,0,0,0,0
.993,1,.26289585658482145,256,8,20000,1,4,1,1000,.5527200711980608,sum_of_sum!,erase_clusters!,0,0,0,1,256,0,1,.0038690404983864287,.0077380809967728574,140.0000000000001,.0038690404983864287,.004882812500000004
1,1,.7046863010951451,256,8,20000,1,4,1,1000,1.1625792924643537,sum_of_sum!,erase_clusters!,0,0,0,2,32640,0,1,0,0,0,0,0
.996,1,.2678819383893694,256,8,20000,1,4,1,1000,.5527200711980608,sum_of_sum!,erase_clusters!,.01,0,0,1,256,0,1,.002210880284792245,.00442176056958449,80.00000000000007,.002210880284792245,.002790178571428574
1,1,.7008037567138672,256,8,20000,1,4,1,1000,1.1625792924643537,sum_of_sum!,erase_clusters!,.01,0,0,2,32640,0,1,0,0,0,0,0
.998,1,.2723301478794643,256,8,20000,1,4,1,1000,.5527200711980608,sum_of_sum!,erase_clusters!,.02,0,0,1,256,0,1,.0011054401423961225,.002210880284792245,40.000000000000036,.0011054401423961225,.001395089285714287
1,1,.6968609946114677,256,8,20000,1,4,1,1000,1.1625792924643537,sum_of_sum!,erase_clusters!,.02,0,0,2,32640,0,1,0,0,0,0,0
.998,1,.27748080662318636,256,8,20000,1,4,1,1000,.5527200711980608,sum_of_sum!,erase_clusters!,.03,0,0,1,256,0,1,.0011054401423961225,.002210880284792245,40.000000000000036,.0011054401423961225,.001395089285714287
1,1,.692678724016462,256,8,20000,1,4,1,1000,1.1625792924643537,sum_of_sum!,erase_clusters!,.03,0,0,2,32640,0,1,0,0,0,0,0
.999,1,.2819453648158482,256,8,20000,1,4,1,1000,.5527200711980608,sum_of_sum!,erase_clusters!,.04,0,0,1,256,0,1,.0005527200711980613,.0011054401423961225,20.000000000000018,.0005527200711980613,.0006975446428571435
1,1,.6884457724434989,256,8,20000,1,4,1,1000,1.1625792924643537,sum_of_sum!,erase_clusters!,.04,0,0,2,32640,0,1,0,0,0,0,0
1,1,.2868480682373047,256,8,20000,1,4,1,1000,.5527200711980608,sum_of_sum!,erase_clusters!,.05,0,0,1,256,0,1,0,0,0,0,0
1,1,.6841174534388951,256,8,20000,1,4,1,1000,1.1625792924643537,sum_of_sum!,erase_clusters!,.05,0,0,2,32640,0,1,0,0,0,0,0
.19399999999999995,2.925,.2626157488141741,256,8,20000,1,4,4,1000,.5527200711980608,sum_of_sum!,erase_clusters!,0,0,0,1,256,0,1,.445492377385637,.890984754771274,16120.000000000002,.445492377385637,.5622209821428572
1,4,.7049767630440849,256,8,20000,1,4,4,1000,1.1625792924643537,sum_of_sum!,erase_clusters!,0,0,0,2,32640,0,1,0,0,0,0,0
.376,3.211,.26776232038225445,256,8,20000,1,4,4,1000,.5527200711980608,sum_of_sum!,erase_clusters!,.01,0,0,1,256,0,1,.3448973244275899,.6897946488551798,12480,.3448973244275899,.43526785714285715
1,4,.7013051169259208,256,8,20000,1,4,4,1000,1.1625792924643537,sum_of_sum!,erase_clusters!,.01,0,0,2,32640,0,1,0,0,0,0,0
.526,3.481,.2724342346191406,256,8,20000,1,4,4,1000,.5527200711980608,sum_of_sum!,erase_clusters!,.02,0,0,1,256,0,1,.2619893137478808,.5239786274957616,9480,.2619893137478808,.3306361607142857
1,4,.696770259312221,256,8,20000,1,4,4,1000,1.1625792924643537,sum_of_sum!,erase_clusters!,.02,0,0,2,32640,0,1,0,0,0,0,0
